time,pelvis_tz,pelvis_ty,pelvis_tx,pelvis_tilt,pelvis_list,pelvis_rotation,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r_translation3,knee_angle_r_translation2,knee_angle_r_translation1,knee_angle_r,knee_angle_r_rotation2,knee_angle_r_rotation3,ankle_angle_r,subtalar_angle_r,mtp_angle_r,knee_angle_r_beta_translation2,knee_angle_r_beta_translation1,knee_angle_r_beta_rotation1,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l_translation3,knee_angle_l_translation2,knee_angle_l_translation1,knee_angle_l,knee_angle_l_rotation2,knee_angle_l_rotation3,ankle_angle_l,subtalar_angle_l,mtp_angle_l,knee_angle_l_beta_translation2,knee_angle_l_beta_translation1,knee_angle_l_beta_rotation1,L5_S1_FE,L5_S1_LB,L5_S1_AR,T12_L1_FE,T12_L1_LB,T12_L1_AR,T1_head_neck_FE,T1_head_neck_LB,T1_head_neck_AR,sternoclavicular_r2_r,sternoclavicular_r3_r,unrotscap_r3_r,unrotscap_r2_r,acromioclavicular_r2_r,acromioclavicular_r3_r,acromioclavicular_r1_r,unrothum_r1_r,unrothum_r3_r,unrothum_r2_r,elv_angle_r,shoulder_elv_r,shoulder1_r2_r,shoulder_rot_r,elbow_flexion_r,pro_sup_r,deviation_r,flexion_r,wrist_hand_r1_r,wrist_hand_r3_r,sternoclavicular_r2_l,sternoclavicular_r3_l,unrotscap_r3_l,unrotscap_r2_l,acromioclavicular_r2_l,acromioclavicular_r3_l,acromioclavicular_r1_l,unrothum_r1_l,unrothum_r3_l,unrothum_r2_l,elv_angle_l,shoulder_elv_l,shoulder1_r2_l,shoulder_rot_l,elbow_flexion_l,pro_sup_l,deviation_l,flexion_l,wrist_hand_r1_l,wrist_hand_r3_l
1.33,-0.017624,-0.021522,1.666355,-0.012379,0.026369,0.069202,0.474122,-0.082631,-0.232532,0.00127,0.001163,0.000554,0.20686,0.014754,0.069405,0.001666,0.0,0.0,-0.020413,0.047972,-0.034617,-0.128599,0.082305,0.068757,-0.00107,-0.000984,0.000477,0.173732,0.012628,-0.05921,0.27846,0.0,0.0,-0.018958,0.048851,-0.021297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.089509,0.037912,-0.037912,0.089509,-0.018124,0.14647,0.065837,-0.065837,-0.14647,0.018124,-0.630822,0.369871,0.630822,0.126423,0.449151,-0.07551,0.002284,0.0,0.003095,0.0,-0.068427,0.028983,-0.028983,0.068427,-0.013855,0.111972,0.050331,-0.050331,-0.111972,0.013855,-0.054671,0.282756,0.054671,0.400101,0.836244,-0.362294,0.002284,0.0,0.003095,0.0
1.34,-0.016913,-0.023845,1.678483,-0.016448,0.0272,0.069505,0.472672,-0.074715,-0.223811,0.000931,0.000859,0.000422,0.15098,0.011113,0.05201,0.005165,0.0,0.0,-0.017939,0.049421,-0.013371,-0.136776,0.081446,0.063785,-0.001083,-0.000995,0.000482,0.175922,0.012772,-0.059895,0.286041,0.0,0.0,-0.019055,0.048795,-0.022113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.090107,0.038165,-0.038165,0.090107,-0.018245,0.147448,0.066277,-0.066277,-0.147448,0.018245,-0.644326,0.372341,0.644326,0.119,0.448342,-0.074347,0.002284,0.0,0.003095,0.0,-0.067335,0.02852,-0.02852,0.067335,-0.013634,0.110184,0.049527,-0.049527,-0.110184,0.013634,-0.01382,0.278242,0.01382,0.404264,0.835543,-0.372832,0.002284,0.0,0.003095,0.0
1.35,-0.016326,-0.02628,1.690583,-0.021151,0.028505,0.070224,0.47164,-0.06817,-0.208942,0.000619,0.000581,0.000293,0.100914,0.007623,0.035587,0.006348,0.0,0.0,-0.015643,0.05057,0.00032,-0.142783,0.081368,0.060757,-0.001114,-0.001023,0.000494,0.180921,0.013098,-0.061452,0.294096,0.0,0.0,-0.019276,0.048665,-0.024012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.090591,0.03837,-0.03837,0.090591,-0.018343,0.148239,0.066632,-0.066632,-0.148239,0.018343,-0.652764,0.37434,0.652764,0.114149,0.446875,-0.074019,0.002284,0.0,0.003095,0.0,-0.066756,0.028274,-0.028274,0.066756,-0.013517,0.109236,0.049101,-0.049101,-0.109236,0.013517,-0.000936,0.275848,0.000936,0.407443,0.841602,-0.383051,0.002284,0.0,0.003095,0.0
1.36,-0.015885,-0.028473,1.702865,-0.024601,0.028151,0.072189,0.468518,-0.061225,-0.193345,0.000343,0.00033,0.000171,0.056814,0.004383,0.02045,0.007106,0.0,0.0,-0.013567,0.051458,0.007793,-0.153609,0.079748,0.060427,-0.001119,-0.001027,0.000496,0.181811,0.013156,-0.061728,0.302442,0.0,0.0,-0.019316,0.048642,-0.024354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.090693,0.038413,-0.038413,0.090693,-0.018363,0.148407,0.066708,-0.066708,-0.148407,0.018363,-0.653791,0.374762,0.653791,0.114435,0.441822,-0.074211,0.002284,0.0,0.003095,0.0,-0.066309,0.028085,-0.028085,0.066309,-0.013426,0.108506,0.048773,-0.048773,-0.108506,0.013426,0.001539,0.274003,-0.001539,0.406892,0.850513,-0.38262,0.002284,0.0,0.003095,0.0
1.37,-0.01516,-0.0309,1.714912,-0.029979,0.028035,0.071576,0.470515,-0.054665,-0.175476,0.000141,0.000145,7.6e-05,0.02474,0.001936,0.009038,0.010416,0.0,0.0,-0.012029,0.052027,0.010324,-0.156495,0.078162,0.054277,-0.001173,-0.001075,0.000517,0.190669,0.013727,-0.064465,0.306559,0.0,0.0,-0.019706,0.048409,-0.02785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.090567,0.03836,-0.03836,0.090567,-0.018338,0.148201,0.066615,-0.066615,-0.148201,0.018338,-0.654819,0.374243,0.654819,0.114757,0.43723,-0.074221,0.002284,0.0,0.003095,0.0,-0.065825,0.02788,-0.02788,0.065825,-0.013328,0.107714,0.048417,-0.048417,-0.107714,0.013328,0.004551,0.272004,-0.004551,0.406144,0.858267,-0.382249,0.002284,0.0,0.003095,0.0
1.38,-0.014474,-0.033205,1.726934,-0.034467,0.028043,0.071808,0.477371,-0.050376,-0.167345,7.1e-05,8e-05,4.2e-05,0.013581,0.001068,0.004987,0.018691,0.0,0.0,-0.011489,0.052209,0.010601,-0.158512,0.076374,0.048877,-0.001246,-0.00114,0.000544,0.202731,0.014494,-0.068153,0.31263,0.0,0.0,-0.020233,0.048085,-0.032846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.090918,0.038509,-0.038509,0.090918,-0.018409,0.148775,0.066873,-0.066873,-0.148775,0.018409,-0.660392,0.375693,0.660392,0.110666,0.432997,-0.073276,0.002284,0.0,0.003095,0.0,-0.064645,0.027381,-0.027381,0.064645,-0.013089,0.105783,0.047549,-0.047549,-0.105783,0.013089,0.036553,0.267128,-0.036553,0.412047,0.852738,-0.385652,0.002284,0.0,0.003095,0.0
1.39,-0.013886,-0.035126,1.739509,-0.036556,0.027977,0.074133,0.481979,-0.046978,-0.164193,6.7e-05,7.7e-05,4.1e-05,0.013089,0.00103,0.004807,0.026564,0.0,0.0,-0.011465,0.052217,0.010606,-0.16308,0.07369,0.047151,-0.001322,-0.001209,0.000573,0.215576,0.015296,-0.072031,0.314747,0.0,0.0,-0.020789,0.047731,-0.038459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.090869,0.038488,-0.038488,0.090869,-0.018399,0.148695,0.066837,-0.066837,-0.148695,0.018399,-0.661331,0.37549,0.661331,0.110861,0.429523,-0.073189,0.002284,0.0,0.003095,0.0,-0.06391,0.027069,-0.027069,0.06391,-0.01294,0.104579,0.047008,-0.047008,-0.104579,0.01294,0.037462,0.264088,-0.037462,0.412301,0.856167,-0.385591,0.002284,0.0,0.003095,0.0
1.4,-0.013294,-0.036721,1.752237,-0.037803,0.025145,0.077337,0.483873,-0.042115,-0.160305,0.000111,0.000117,6.2e-05,0.019938,0.001564,0.0073,0.025624,0.0,0.0,-0.011797,0.052106,0.010482,-0.167781,0.067017,0.042621,-0.001407,-0.001285,0.000604,0.229873,0.016171,-0.076288,0.316099,0.0,0.0,-0.021402,0.047327,-0.045051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.090807,0.038462,-0.038462,0.090807,-0.018387,0.148594,0.066792,-0.066792,-0.148594,0.018387,-0.662768,0.375235,0.662768,0.111311,0.424683,-0.073252,0.002284,0.0,0.003095,0.0,-0.063069,0.026713,-0.026713,0.063069,-0.01277,0.103205,0.04639,-0.04639,-0.103205,0.01277,0.038069,0.260616,-0.038069,0.414065,0.856919,-0.385363,0.002284,0.0,0.003095,0.0
1.41,-0.012538,-0.038124,1.765238,-0.037827,0.023586,0.078232,0.485551,-0.037598,-0.153741,0.000213,0.000211,0.00011,0.036171,0.002817,0.013145,0.021333,0.0,0.0,-0.01258,0.051832,0.009713,-0.174703,0.061819,0.03728,-0.00148,-0.001351,0.000631,0.242282,0.016915,-0.079932,0.316652,0.0,0.0,-0.021928,0.046968,-0.051061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.090534,0.038346,-0.038346,0.090534,-0.018331,0.148146,0.066591,-0.066591,-0.148146,0.018331,-0.663638,0.374105,0.663638,0.111775,0.419864,-0.073241,0.002284,0.0,0.003095,0.0,-0.062345,0.026406,-0.026406,0.062345,-0.012624,0.10202,0.045857,-0.045857,-0.10202,0.012624,0.039395,0.257624,-0.039395,0.415324,0.857991,-0.385201,0.002284,0.0,0.003095,0.0
1.42,-0.011855,-0.039288,1.77814,-0.036867,0.022609,0.080038,0.488695,-0.03578,-0.148483,0.000396,0.000379,0.000195,0.065307,0.005019,0.023415,0.02781,0.0,0.0,-0.013971,0.051297,0.006705,-0.181322,0.057149,0.038042,-0.001567,-0.001429,0.000662,0.257266,0.017794,-0.084271,0.314769,0.0,0.0,-0.022556,0.046525,-0.058664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.090035,0.038134,-0.038134,0.090035,-0.01823,0.14733,0.066224,-0.066224,-0.14733,0.01823,-0.663995,0.372043,0.663995,0.111937,0.416563,-0.07309,0.002284,0.0,0.003095,0.0,-0.061593,0.026088,-0.026088,0.061593,-0.012471,0.100789,0.045304,-0.045304,-0.100789,0.012471,0.040064,0.254516,-0.040064,0.416335,0.855215,-0.385437,0.002284,0.0,0.003095,0.0
1.43,-0.01103,-0.040229,1.791687,-0.033891,0.021407,0.081691,0.485667,-0.033048,-0.141947,0.00058,0.000545,0.000276,0.094575,0.007167,0.033451,0.033913,0.0,0.0,-0.015348,0.050705,0.001668,-0.190687,0.051159,0.03178,-0.001651,-0.001505,0.000691,0.271843,0.018628,-0.088427,0.309795,0.0,0.0,-0.023159,0.046083,-0.066413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.089796,0.038033,-0.038033,0.089796,-0.018182,0.14694,0.066048,-0.066048,-0.14694,0.018182,-0.664842,0.371058,0.664842,0.111834,0.412063,-0.07302,0.002284,0.0,0.003095,0.0,-0.060442,0.0256,-0.0256,0.060442,-0.012238,0.098904,0.044457,-0.044457,-0.098904,0.012238,0.039162,0.249757,-0.039162,0.41871,0.850118,-0.385755,0.002284,0.0,0.003095,0.0
1.44,-0.010154,-0.041013,1.80531,-0.031885,0.018082,0.08275,0.485975,-0.028482,-0.140637,0.000787,0.000731,0.000364,0.127828,0.009525,0.044516,0.042619,0.0,0.0,-0.016886,0.049971,-0.006381,-0.197694,0.042601,0.027706,-0.001749,-0.001595,0.000725,0.28911,0.019589,-0.093268,0.301445,0.0,0.0,-0.023863,0.045547,-0.076028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.089507,0.037911,-0.037911,0.089507,-0.018123,0.146466,0.065835,-0.065835,-0.146466,0.018123,-0.665416,0.369862,0.665416,0.112064,0.410303,-0.07279,0.002284,0.0,0.003095,0.0,-0.059511,0.025206,-0.025206,0.059511,-0.01205,0.097382,0.043772,-0.043772,-0.097382,0.01205,0.037503,0.245912,-0.037503,0.422548,0.84222,-0.385967,0.002284,0.0,0.003095,0.0
1.45,-0.009445,-0.041448,1.819409,-0.027857,0.016128,0.085323,0.479396,-0.024619,-0.133875,0.000931,0.00086,0.000422,0.151072,0.011119,0.05204,0.044188,0.0,0.0,-0.017943,0.049419,-0.013401,-0.207794,0.035783,0.027939,-0.001831,-0.001671,0.000754,0.303894,0.020389,-0.097343,0.294124,0.0,0.0,-0.024457,0.045077,-0.084623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.088989,0.037691,-0.037691,0.088989,-0.018018,0.145618,0.065454,-0.065454,-0.145618,0.018018,-0.666265,0.367721,0.666265,0.112272,0.410287,-0.072535,0.002284,0.0,0.003095,0.0,-0.05849,0.024774,-0.024774,0.05849,-0.011843,0.095711,0.043021,-0.043021,-0.095711,0.011843,0.034512,0.241693,-0.034512,0.426468,0.833088,-0.386171,0.002284,0.0,0.003095,0.0
1.46,-0.008455,-0.041991,1.833385,-0.028028,0.012341,0.086612,0.480519,-0.019297,-0.136994,0.001076,0.000989,0.000479,0.174731,0.012694,0.059523,0.046913,0.0,0.0,-0.019002,0.048826,-0.021668,-0.208409,0.026442,0.021556,-0.001954,-0.001785,0.000795,0.326409,0.021565,-0.103426,0.277423,0.0,0.0,-0.025345,0.044343,-0.09833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.088028,0.037285,-0.037285,0.088028,-0.017824,0.144047,0.064748,-0.064748,-0.144047,0.017824,-0.671776,0.363752,0.671776,0.108314,0.411328,-0.068414,0.002284,0.0,0.003095,0.0,-0.058432,0.024749,-0.024749,0.058432,-0.011831,0.095617,0.042979,-0.042979,-0.095617,0.011831,0.006991,0.241455,-0.006991,0.430671,0.829793,-0.383362,0.002284,0.0,0.003095,0.0
1.47,-0.007514,-0.042226,1.847596,-0.029564,0.006516,0.090377,0.476463,-0.012634,-0.138802,0.001125,0.001032,0.000498,0.18274,0.013216,0.062016,0.022713,0.0,0.0,-0.019357,0.048618,-0.024714,-0.205049,0.014322,0.01861,-0.002093,-0.001916,0.000841,0.352331,0.022856,-0.110248,0.260546,0.0,0.0,-0.026343,0.04347,-0.114993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.087355,0.036999,-0.036999,0.087355,-0.017687,0.142944,0.064252,-0.064252,-0.142944,0.017687,-0.671744,0.360968,0.671744,0.098497,0.409808,-0.060118,0.002284,0.0,0.003095,0.0,-0.057654,0.024419,-0.024419,0.057654,-0.011674,0.094343,0.042406,-0.042406,-0.094343,0.011674,-0.016881,0.238239,0.016881,0.433896,0.82305,-0.382003,0.002284,0.0,0.003095,0.0
1.48,-0.006543,-0.042141,1.862261,-0.031503,0.002215,0.093387,0.468943,-0.007265,-0.138886,0.001131,0.001038,0.000501,0.18378,0.013283,0.062339,-0.009803,0.0,0.0,-0.019403,0.048591,-0.025119,-0.200671,0.004075,0.014947,-0.002228,-0.002045,0.000884,0.378518,0.024089,-0.116945,0.238212,0.0,0.0,-0.027323,0.042561,-0.13273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.087028,0.036861,-0.036861,0.087028,-0.017621,0.14241,0.064012,-0.064012,-0.14241,0.017621,-0.672762,0.359619,0.672762,0.100441,0.408023,-0.059773,0.002284,0.0,0.003095,0.0,-0.056638,0.023989,-0.023989,0.056638,-0.011468,0.092681,0.041659,-0.041659,-0.092681,0.011468,-0.021194,0.234042,0.021194,0.438482,0.807713,-0.382848,0.002284,0.0,0.003095,0.0
1.49,-0.005675,-0.042067,1.876823,-0.035068,-0.003361,0.098082,0.465899,-0.002628,-0.141993,0.001195,0.001095,0.000525,0.194342,0.013962,0.065593,-0.046058,0.0,0.0,-0.019867,0.048311,-0.029343,-0.189114,-0.007995,0.012007,-0.0024,-0.002215,0.000939,0.413318,0.025618,-0.125545,0.213445,0.0,0.0,-0.028579,0.041311,-0.157612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.086732,0.036736,-0.036736,0.086732,-0.017562,0.141926,0.063795,-0.063795,-0.141926,0.017562,-0.667893,0.358397,0.667893,0.111482,0.408883,-0.05676,0.002284,0.0,0.003096,0.0,-0.056317,0.023853,-0.023853,0.056317,-0.011403,0.092155,0.041423,-0.041423,-0.092155,0.011403,-0.062222,0.232714,0.062222,0.4387,0.802992,-0.386063,0.002284,0.0,0.003096,0.0
1.5,-0.004998,-0.041455,1.891702,-0.036309,-0.006529,0.102495,0.463757,-0.001347,-0.151136,0.001303,0.001192,0.000566,0.212367,0.015097,0.071067,-0.064891,0.0,0.0,-0.020651,0.04782,-0.037028,-0.178191,-0.017086,0.009019,-0.002574,-0.002393,0.000992,0.450381,0.027104,-0.134337,0.181723,0.0,0.0,-0.029859,0.03993,-0.185627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.086566,0.036665,-0.036665,0.086566,-0.017528,0.141653,0.063672,-0.063672,-0.141653,0.017528,-0.668438,0.357708,0.668438,0.111064,0.410502,-0.056611,0.002284,0.0,0.003096,0.0,-0.055399,0.023464,-0.023464,0.055399,-0.011217,0.090653,0.040748,-0.040748,-0.090653,0.011217,-0.069148,0.22892,0.069148,0.447718,0.78485,-0.386712,0.002284,0.0,0.003096,0.0
1.51,-0.004452,-0.040798,1.906227,-0.037454,-0.008404,0.108085,0.465741,-0.00309,-0.160248,0.001465,0.001337,0.000625,0.23965,0.016758,0.079163,-0.069774,0.0,0.0,-0.021817,0.047045,-0.049764,-0.160995,-0.025072,0.008611,-0.002775,-0.002609,0.001053,0.496367,0.028743,-0.144729,0.146049,0.0,0.0,-0.03136,0.038153,-0.222346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.085992,0.036422,-0.036422,0.085992,-0.017412,0.140714,0.06325,-0.06325,-0.140714,0.017412,-0.669758,0.355335,0.669758,0.112155,0.410031,-0.056235,0.002284,0.0,0.003096,0.0,-0.054623,0.023136,-0.023136,0.054623,-0.01106,0.089384,0.040177,-0.040177,-0.089384,0.01106,-0.074422,0.225715,0.074422,0.453621,0.766634,-0.387527,0.002284,0.0,0.003096,0.0
1.52,-0.003599,-0.039863,1.920888,-0.036532,-0.012203,0.112052,0.462296,-0.000543,-0.163178,0.001597,0.001456,0.000672,0.262396,0.01809,0.085741,-0.070574,0.0,0.0,-0.022769,0.046371,-0.061352,-0.141445,-0.036423,0.002905,-0.002978,-0.002844,0.001114,0.54793,0.030307,-0.155717,0.104882,0.0,0.0,-0.032923,0.036082,-0.265793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.085577,0.036246,-0.036246,0.085577,-0.017327,0.140034,0.062944,-0.062944,-0.140034,0.017327,-0.670848,0.353621,0.670848,0.112539,0.409898,-0.055993,0.002284,0.0,0.003096,0.0,-0.053753,0.022767,-0.022767,0.053753,-0.010884,0.08796,0.039537,-0.039537,-0.08796,0.010884,-0.081112,0.22212,0.081112,0.460673,0.746345,-0.388242,0.002284,0.0,0.003096,0.0
1.53,-0.002606,-0.038826,1.935111,-0.035481,-0.016076,0.116593,0.45709,0.003225,-0.164474,0.001708,0.001557,0.000711,0.281864,0.019189,0.091247,-0.064744,0.0,0.0,-0.023569,0.045774,-0.071936,-0.115891,-0.048371,-0.001372,-0.003182,-0.003105,0.001175,0.606958,0.031741,-0.167462,0.057346,0.0,0.0,-0.034551,0.033622,-0.318045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.084887,0.035954,-0.035954,0.084887,-0.017188,0.138906,0.062437,-0.062437,-0.138906,0.017188,-0.665821,0.350771,0.665821,0.113802,0.414231,-0.048662,0.002284,0.0,0.003096,0.0,-0.054286,0.022993,-0.022993,0.054286,-0.010992,0.088831,0.039929,-0.039929,-0.088831,0.010992,-0.139698,0.22432,0.139698,0.464016,0.742773,-0.382909,0.002284,0.0,0.003096,0.0
1.54,-0.001598,-0.037637,1.948993,-0.033802,-0.020163,0.120503,0.450757,0.00806,-0.163921,0.001815,0.001656,0.000748,0.300931,0.020231,0.096532,-0.049601,0.0,0.0,-0.024339,0.045172,-0.082874,-0.087081,-0.060084,-0.003194,-0.00336,-0.003373,0.001229,0.669466,0.032842,-0.17896,0.005802,0.0,0.0,-0.036082,0.030929,-0.375786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.085117,0.036052,-0.036052,0.085117,-0.017234,0.139283,0.062607,-0.062607,-0.139283,0.017234,-0.664576,0.351723,0.664576,0.114335,0.417438,-0.047271,0.002284,0.0,0.003096,0.0,-0.053386,0.022612,-0.022612,0.053386,-0.01081,0.087359,0.039267,-0.039267,-0.087359,0.01081,-0.15034,0.220602,0.15034,0.474307,0.722868,-0.382482,0.002284,0.0,0.003096,0.0
1.55,-0.000375,-0.036413,1.962599,-0.029182,-0.027635,0.122774,0.439271,0.018306,-0.164107,0.001891,0.001726,0.000774,0.314667,0.020958,0.100272,-0.039322,0.0,0.0,-0.024885,0.044729,-0.09109,-0.058257,-0.076909,-0.007767,-0.003508,-0.003649,0.001277,0.736683,0.033553,-0.190288,-0.036058,0.0,0.0,-0.037498,0.027949,-0.440046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.084887,0.035954,-0.035954,0.084887,-0.017188,0.138907,0.062438,-0.062438,-0.138907,0.017188,-0.664302,0.350773,0.664302,0.11475,0.422422,-0.046259,0.002284,0.0,0.003096,0.0,-0.052832,0.022377,-0.022377,0.052832,-0.010697,0.086453,0.03886,-0.03886,-0.086453,0.010697,-0.160169,0.218315,0.160169,0.483483,0.703887,-0.382296,0.002284,0.0,0.003096,0.0
1.56,0.000847,-0.035253,1.97575,-0.026143,-0.032368,0.123195,0.430822,0.025518,-0.16519,0.00198,0.001809,0.000803,0.331095,0.021804,0.104674,-0.01913,0.0,0.0,-0.025528,0.044187,-0.101274,-0.026769,-0.088495,-0.010648,-0.003605,-0.003904,0.001314,0.801354,0.033783,-0.200216,-0.091453,0.0,0.0,-0.038631,0.025018,-0.50345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.085054,0.036025,-0.036025,0.085054,-0.017222,0.139179,0.06256,-0.06256,-0.139179,0.017222,-0.661949,0.351461,0.661949,0.115255,0.428662,-0.044309,0.002284,0.0,0.003096,0.0,-0.052419,0.022202,-0.022202,0.052419,-0.010614,0.085776,0.038556,-0.038556,-0.085776,0.010614,-0.172917,0.216605,0.172917,0.492731,0.686805,-0.380877,0.002284,0.0,0.003096,0.0
1.57,0.001941,-0.033914,1.988783,-0.017914,-0.038668,0.124706,0.414658,0.034477,-0.171039,0.002052,0.001877,0.000827,0.344613,0.022479,0.108237,-0.012493,0.0,0.0,-0.026049,0.043733,-0.109937,0.000948,-0.102685,-0.012107,-0.003657,-0.00415,0.001344,0.866519,0.033577,-0.209297,-0.136778,0.0,0.0,-0.03954,0.02202,-0.568418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.084574,0.035821,-0.035821,0.084574,-0.017124,0.138394,0.062207,-0.062207,-0.138394,0.017124,-0.643635,0.349478,0.643635,0.124709,0.424454,-0.04712,0.002284,0.0,0.003096,0.0,-0.052261,0.022135,-0.022135,0.052261,-0.010582,0.085518,0.03844,-0.03844,-0.085518,0.010582,-0.223493,0.215953,0.223493,0.485676,0.678558,-0.367051,0.002284,0.0,0.003096,0.0
1.58,0.00308,-0.032732,2.001359,-0.011766,-0.043355,0.124918,0.399627,0.042884,-0.173143,0.002101,0.001923,0.000843,0.353857,0.02293,0.110644,0.002901,0.0,0.0,-0.026401,0.043418,-0.116003,0.030889,-0.11443,-0.013563,-0.003663,-0.004372,0.001365,0.927771,0.032999,-0.217027,-0.192211,0.0,0.0,-0.04018,0.019176,-0.630096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.084567,0.035818,-0.035818,0.084567,-0.017123,0.138382,0.062202,-0.062202,-0.138382,0.017123,-0.637932,0.349448,0.637932,0.124025,0.430276,-0.047688,0.002284,0.0,0.003096,0.0,-0.052001,0.022025,-0.022025,0.052001,-0.010529,0.085093,0.038249,-0.038249,-0.085093,0.010529,-0.229619,0.214881,0.229619,0.495037,0.660064,-0.365938,0.002284,0.0,0.003096,0.0
1.59,0.00434,-0.031295,2.013699,-0.003768,-0.044767,0.122654,0.380437,0.049894,-0.170294,0.002132,0.001953,0.000853,0.35987,0.023218,0.112196,0.019366,0.0,0.0,-0.026628,0.043211,-0.120009,0.057801,-0.121975,-0.017516,-0.003632,-0.004569,0.00138,0.98443,0.03215,-0.223512,-0.24308,0.0,0.0,-0.040586,0.016534,-0.687405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.084872,0.035948,-0.035948,0.084872,-0.017185,0.138882,0.062426,-0.062426,-0.138882,0.017185,-0.619831,0.35071,0.619831,0.135547,0.429126,-0.048354,0.002284,0.0,0.003096,0.0,-0.051594,0.021853,-0.021853,0.051594,-0.010447,0.084426,0.037949,-0.037949,-0.084426,0.010447,-0.246118,0.213196,0.246118,0.499883,0.6431,-0.357846,0.002284,0.0,0.003096,0.0
1.6,0.005639,-0.029726,2.026105,0.004804,-0.044575,0.120375,0.358534,0.056229,-0.16395,0.002152,0.001972,0.00086,0.363756,0.023403,0.113194,0.042696,0.0,0.0,-0.026774,0.043077,-0.122623,0.082073,-0.127103,-0.022031,-0.003576,-0.004732,0.001389,1.033432,0.031185,-0.228627,-0.298135,0.0,0.0,-0.040792,0.014251,-0.737004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08477,0.035904,-0.035904,0.08477,-0.017164,0.138714,0.062351,-0.062351,-0.138714,0.017164,-0.613338,0.350286,0.613338,0.134517,0.433913,-0.049608,0.002284,0.0,0.003096,0.0,-0.051508,0.021816,-0.021816,0.051508,-0.010429,0.084286,0.037886,-0.037886,-0.084286,0.010429,-0.254215,0.212844,0.254215,0.505802,0.627341,-0.356027,0.002284,0.0,0.003096,0.0
1.61,0.006811,-0.028019,2.038132,0.013972,-0.046333,0.120355,0.335269,0.063412,-0.163663,0.002154,0.001975,0.000861,0.364194,0.023423,0.113306,0.053587,0.0,0.0,-0.02679,0.043062,-0.122919,0.10512,-0.135278,-0.025302,-0.003503,-0.004875,0.001395,1.077632,0.030144,-0.232863,-0.310061,0.0,0.0,-0.040865,0.012198,-0.781672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.084204,0.035665,-0.035665,0.084204,-0.017049,0.137788,0.061935,-0.061935,-0.137788,0.017049,-0.609786,0.347947,0.609786,0.13504,0.436824,-0.049792,0.002284,0.0,0.003096,0.0,-0.052133,0.022081,-0.022081,0.052133,-0.010556,0.085309,0.038346,-0.038346,-0.085309,0.010556,-0.259168,0.215427,0.259168,0.510813,0.609908,-0.356741,0.002284,0.0,0.003096,0.0
